access-location,nanoseconds
arr[27500],1464
arr[48245],1386
arr[4193],1464
arr[189845],1428
arr[111351],1428
arr[239514],1458
arr[106882],1434
arr[22281],1482
arr[125555],1380
arr[46726],1422
arr[83076],1422
arr[21474],1410
arr[39932],1416
arr[153829],1422
arr[245455],1392
arr[158303],1404
arr[92345],1392
arr[144192],1440
arr[58502],1398
arr[97016],1446
arr[197849],1404
arr[233866],1428
arr[67391],1404
arr[167453],1368
arr[42840],1458
arr[149575],1260
arr[57219],1374
arr[79019],1452
arr[51716],1428
arr[133388],1410
arr[204654],1332
arr[95568],1392
arr[181633],1476
arr[208847],1320
arr[51766],1422
arr[59336],1404
arr[214714],1434
arr[175000],1458
arr[97969],1278
arr[90269],1440
arr[221726],1392
arr[181045],1428
arr[128095],1500
arr[11658],1416
arr[84875],1362
arr[139903],1422
arr[186313],1416
arr[193572],1410
arr[34095],1392
arr[11168],1638
arr[40588],1446
arr[231944],1446
arr[11386],1392
arr[124331],1470
arr[165750],1440
arr[54227],1434
arr[23906],1422
arr[239321],1446
arr[133246],1380
arr[91974],1476
arr[122709],1434
arr[87901],1404
arr[203895],1326
arr[54342],1284
arr[63100],1308
arr[5661],1488
arr[130030],1314
arr[27814],1458
arr[180661],1302
arr[227999],1398
arr[134435],1404
arr[168739],1692
arr[159044],1404
arr[12531],1428
arr[196749],1326
arr[10271],1392
arr[168786],1386
arr[149414],1410
arr[203843],1302
arr[202881],1392
arr[176934],1470
arr[10783],1416
arr[201177],1494
arr[188321],1332
arr[135114],1410
arr[116927],1386
arr[242548],1416
arr[159021],1290
arr[106248],1428
arr[142146],1446
arr[17347],1374
arr[245309],1446
arr[246399],1404
arr[221242],1326
arr[66003],1452
arr[59500],1476
arr[243255],1404
arr[196033],1404
arr[103666],1446
arr[190268],1404
arr[174032],1356
arr[238102],1404
arr[125359],1278
arr[83077],1332
arr[16985],1506
arr[72108],1440
arr[109700],1530
arr[185771],1464
arr[237875],1350
arr[63544],1404
arr[155004],1434
arr[164809],1404
arr[90679],1434
arr[106181],1422
arr[103130],1422
arr[225794],1458
arr[239461],1404
arr[95678],1422
arr[151167],1410
arr[95709],1386
arr[237825],1398
arr[168514],1422
arr[91019],1410
arr[576],1440
arr[156109],1410
arr[157022],1416
arr[60076],1392
arr[165716],1374
arr[119408],1428
arr[180095],1434
arr[105985],1422
arr[43440],1488
arr[184549],1416
arr[231344],1452
arr[142869],1440
arr[201534],1398
arr[69805],1410
arr[2570],1374
arr[153657],1458
arr[57680],1392
arr[82466],1542
arr[75013],1428
arr[222489],1350
arr[173145],1404
arr[181194],1428
arr[91972],1326
arr[148939],1308
arr[170655],1440
arr[187650],1428
arr[50106],1416
arr[32717],1446
arr[191827],1320
arr[234973],1422
arr[140088],1434
arr[192404],1416
arr[157434],1434
arr[63462],1464
arr[18832],1362
arr[73150],1428
arr[182870],1428
arr[198927],1422
arr[195487],1410
arr[226311],1416
arr[133476],1674
arr[193184],1428
arr[119180],1326
arr[101362],1566
arr[12989],1452
arr[121750],1410
arr[21371],1398
arr[87021],1482
arr[204216],1416
arr[96384],1440
arr[75862],1404
arr[143714],1692
arr[43931],1464
arr[167834],1386
arr[42653],1452
arr[214586],1446
arr[105485],1404
arr[109112],1482
arr[13655],1392
arr[63664],1416
arr[110437],1374
arr[153743],1404
arr[22420],1368
arr[17871],1356
arr[217206],1440
arr[41253],1422
arr[107373],1428
arr[150076],1446
arr[6532],1440
arr[69213],1452
arr[126387],1506
arr[156361],1470
arr[12397],1446
arr[11920],1464
arr[7723],1434
arr[41738],1422
arr[150022],1446
arr[45447],1416
arr[128759],1440
arr[120591],1428
arr[141831],1404
arr[204621],1284
arr[14305],1410
arr[202114],1398
arr[122456],1410
arr[56958],1428
arr[166701],1452
arr[244293],1428
arr[182422],1464
arr[180356],1302
arr[74309],1392
arr[42859],1470
arr[84100],1326
arr[96730],1464
arr[77082],1428
arr[67658],1434
arr[154335],1434
arr[200808],1752
arr[217734],1398
arr[177219],1410
arr[20021],1458
arr[110474],1488
arr[83580],1410
arr[32418],1452
arr[122394],1308
arr[107656],1446
arr[74156],1446
arr[22416],1446
arr[153103],1476
arr[219267],1422
arr[143007],1434
arr[61286],1374
arr[190240],1416
arr[173664],1500
arr[13401],1362
arr[79048],1422
arr[230623],1380
arr[196454],1404
arr[73341],1410
arr[179397],1416
arr[143162],1428
arr[164003],1410
arr[238609],1434
arr[243614],1380
arr[27085],1422
arr[65691],1374
arr[61272],1662
arr[181420],1434
arr[32851],1374
arr[29007],1398
arr[124991],1392
arr[52872],1428
arr[139481],1434
arr[208572],1302
arr[85290],1422
arr[28227],1362
arr[82580],1452
arr[175798],1530
arr[66995],1410
arr[235683],1338
arr[161417],1458
arr[226355],1398
arr[63321],1416
arr[101658],1320
arr[150019],1332
arr[93074],1446
arr[180706],1416
arr[130642],1452
arr[39528],1524
arr[20400],1410
arr[76392],1380
arr[199043],1434
arr[184403],1434
arr[65001],1440
arr[192657],1698
arr[211488],1404
arr[147044],1458
arr[3930],1410
arr[159260],1470
arr[179896],1644
arr[49289],1416
arr[34251],1440
arr[232768],1398
arr[205122],1428
arr[9175],1314
arr[84411],1344
arr[233349],1392
arr[91755],1464
arr[26561],1356
arr[50344],1404
arr[93790],1302
arr[187979],1440
arr[26699],1398
arr[173464],1452
arr[39637],1302
arr[176719],1296
arr[16538],1416
arr[220343],1380
arr[73713],1338
arr[72419],1410
arr[7095],1446
arr[150105],1524
arr[21462],1422
arr[191498],1398
arr[231458],1374
arr[230471],1314
arr[169338],1416
arr[128503],1422
arr[234401],1392
arr[94950],1380
arr[58399],1416
arr[33690],1410
arr[145554],1422
arr[41167],1440
arr[5164],1440
arr[154729],1392
arr[141930],1392
arr[238513],1404
arr[12837],1446
arr[168492],1416
arr[55210],1422
arr[106627],1464
arr[106471],1470
arr[98261],1476
arr[30091],1398
arr[162460],1398
arr[41332],1374
arr[62982],1428
arr[149155],1374
arr[115046],1548
arr[135401],1452
arr[156251],1518
arr[31503],1482
arr[173215],1392
arr[114101],1470
arr[29314],1314
arr[153686],1398
arr[49792],1464
arr[157817],1428
arr[154440],1344
arr[144742],1470
arr[216216],1428
arr[204482],1452
arr[56648],1422
arr[23735],1422
arr[209647],1344
arr[211378],1368
arr[165666],1422
arr[198160],1560
arr[240567],1476
arr[84158],1422
arr[19722],1446
arr[97194],1398
arr[206981],1434
arr[117984],1410
arr[143638],1326
arr[135793],1410
arr[175668],1410
arr[206620],1386
arr[34948],1470
arr[57066],1476
arr[92021],1422
arr[191199],1446
arr[104922],1452
arr[31588],1416
arr[71653],1542
arr[134236],1392
arr[185274],1344
arr[121445],1416
arr[42053],1416
arr[89714],1314
arr[32539],1404
arr[24621],1416
arr[44197],1458
arr[105540],1380
arr[48356],1434
arr[3844],1536
arr[66918],1452
arr[230374],1446
arr[218356],1422
arr[73837],1470
arr[80884],1416
arr[4431],1428
arr[171031],1398
arr[54217],1422
arr[138767],1398
arr[64669],1422
arr[190010],1428
arr[64435],1620
arr[37641],1452
arr[224959],1458
arr[121502],1416
arr[146014],1458
arr[182510],1398
arr[226424],1398
arr[177602],1320
arr[20515],1410
arr[127012],1398
arr[129229],1392
arr[141960],1380
arr[169065],1488
arr[218943],1422
arr[190852],1410
arr[210038],1386
arr[29492],1434
arr[46392],1434
arr[24746],1296
arr[49688],1422
arr[129662],1416
arr[5121],1458
arr[34397],1386
arr[203499],1488
arr[102357],1458
arr[38828],1380
arr[140882],1434
arr[156575],1386
arr[193947],1428
arr[221904],1398
arr[96585],1416
arr[8382],1404
arr[9545],1338
arr[87896],1404
arr[146236],1416
arr[171912],1428
arr[20407],1284
arr[139012],1410
arr[99514],1326
arr[40922],1404
arr[16024],1428
arr[228743],1434
arr[199235],1458
arr[201441],1470
arr[214039],1434
arr[156439],1404
arr[161479],1428
arr[9883],1476
arr[219183],1452
arr[186226],1518
arr[59572],1416
arr[115197],1434
arr[191347],1404
arr[110321],1410
arr[68696],1452
arr[60056],1410
arr[165501],1440
arr[225930],1572
arr[216631],1416
arr[109448],1284
arr[197834],1500
arr[79569],1500
arr[134182],1392
arr[223732],1404
arr[167465],1320
arr[46771],1464
arr[145644],1440
arr[204224],1350
arr[185783],1308
arr[11510],1434
arr[11499],1410
arr[218160],1416
arr[6606],1488
arr[227086],1332
arr[169601],1368
arr[236997],1374
arr[149877],1446
arr[81081],1440
arr[246880],1428
arr[119060],1416
arr[33659],1542
arr[72804],1488
arr[234257],1362
arr[241358],1446
arr[183125],1416
arr[69305],1434
arr[51414],1440
arr[114978],1332
arr[45235],1464
arr[34398],1314
arr[240778],1452
arr[9422],1482
arr[113967],1434
arr[124961],1488
arr[233154],1416
arr[47784],1392
arr[188084],1410
arr[145150],1422
arr[2009],1482
arr[140219],1464
arr[156660],1440
arr[29860],1368
arr[108379],1482
arr[179618],1434
arr[23298],1398
arr[44333],1392
arr[166615],1410
arr[173175],1338
arr[141766],1440
arr[163496],1308
arr[42235],1416
arr[175425],1488
arr[2652],1386
arr[42844],1344
arr[166783],1578
arr[202130],1548
arr[112149],1464
arr[218197],1440
arr[67108],1434
arr[173736],1434
arr[2595],1422
arr[57887],1416
arr[183158],1662
arr[132914],1512
arr[199200],1452
arr[182664],1290
arr[180699],1296
arr[137284],1434
arr[77814],1392
arr[199060],1422
arr[27503],1314
arr[827],1398
arr[228920],1350
arr[152235],1392
arr[180445],1398
arr[2218],1458
arr[196568],1416
arr[97061],1428
arr[191745],1422
arr[88334],1476
arr[26909],1404
arr[233980],1404
arr[30111],1422
arr[29561],1386
arr[26824],1464
arr[196894],1434
arr[248043],1410
arr[155325],1494
arr[181443],1302
arr[65152],1422
arr[79061],1428
arr[200391],1410
arr[139391],1398
arr[28572],1428
arr[83305],1422
arr[88591],1440
arr[211236],1554
arr[14004],1434
arr[242227],1404
arr[39051],1386
arr[229416],1452
arr[36082],1422
arr[56230],1404
arr[224688],1470
arr[188317],1350
arr[236675],1440
arr[243258],1434
arr[151237],1428
arr[100088],1434
arr[185003],1440
arr[5923],1524
arr[143349],1410
arr[185335],1422
arr[52386],1410
arr[189263],1308
arr[228511],1440
arr[249280],1494
arr[187306],1452
arr[133836],1842
arr[197076],1440
arr[2458],1392
arr[229250],1398
arr[147467],1410
arr[141849],1368
arr[7822],1350
arr[230772],1392
arr[246792],1380
arr[219058],1410
arr[11129],1398
arr[239019],1416
arr[24461],1434
arr[240545],1452
arr[41454],1440
arr[80691],1398
arr[215234],1344
arr[229771],1404
arr[83719],1404
arr[208492],1434
arr[147361],1398
arr[200159],1446
arr[143496],1440
arr[169636],1452
arr[93509],1440
arr[78831],1734
arr[222023],1452
arr[32772],1464
arr[73695],1422
arr[237655],1440
arr[220078],1404
arr[207531],1326
arr[184731],1398
arr[238889],1398
arr[186781],1464
arr[82198],1392
arr[147090],1440
arr[210955],1404
arr[62971],1404
arr[143883],1692
arr[196366],1392
arr[74100],1374
arr[149254],1422
arr[220827],1446
arr[80997],1368
arr[190708],1446
arr[67871],1392
arr[46231],1452
arr[186832],1452
arr[167942],1686
arr[21076],1518
arr[100545],1416
arr[118101],1416
arr[180924],1320
arr[20181],1434
arr[227962],1398
arr[26107],1332
arr[8556],1362
arr[10734],1434
arr[99802],1452
arr[246212],1386
arr[247165],1392
arr[73686],1446
arr[180943],1416
arr[2406],1422
arr[26819],1320
arr[29494],1296
arr[149496],1404
arr[237775],1398
arr[92465],1446
arr[59731],1464
arr[184141],1422
arr[182917],1440
arr[225338],1422
arr[171320],1392
arr[13914],1446
arr[166046],1440
arr[5543],1428
arr[76498],1392
arr[119230],1440
arr[189837],1416
arr[113926],1440
arr[219775],1434
arr[74291],1428
arr[44850],1392
arr[6309],1344
arr[52253],1410
arr[87309],1410
arr[31217],1392
arr[79340],1326
arr[187112],1410
arr[27429],1458
arr[92857],1386
arr[10798],1440
arr[224725],1398
arr[95263],1344
arr[37617],1452
arr[4219],1290
arr[244759],1404
arr[41744],1314
arr[113036],1494
arr[70843],1416
arr[225885],1434
arr[45953],1440
arr[46181],1416
arr[163558],1434
arr[76219],1620
arr[228579],1392
arr[185453],1452
arr[169069],1362
arr[97810],1452
arr[125291],1794
arr[49347],1434
arr[83937],1428
arr[199582],1404
arr[94197],1386
arr[106598],1410
arr[18187],1434
arr[197859],1374
arr[137816],1446
arr[97527],1422
arr[151323],1440
arr[181597],1464
arr[206736],1404
arr[178473],1416
arr[172674],1398
arr[51999],1446
arr[232442],1452
arr[176893],1446
arr[63111],1266
arr[24187],1410
arr[39929],1434
arr[133954],1488
arr[16424],1428
arr[102234],1446
arr[196487],1404
arr[196334],1410
arr[194806],1380
arr[175066],1440
arr[131788],1428
arr[130227],1434
arr[39228],1416
arr[7079],1422
arr[179575],1428
arr[139518],1428
arr[223013],1404
arr[40124],1422
arr[246116],1386
arr[241200],1410
arr[4335],1380
arr[150284],1410
arr[105080],1416
arr[155658],1398
arr[81882],1464
arr[61816],1350
arr[84131],1428
arr[4556],1398
arr[130168],1404
arr[66574],1302
arr[197802],1386
arr[193279],1476
arr[107113],1410
arr[4083],1452
arr[93585],1626
arr[123537],1746
arr[122670],1410
arr[40072],1320
arr[69872],1380
arr[83828],1434
arr[231490],1428
arr[201660],1434
arr[214055],1464
arr[20719],1428
arr[225091],1404
arr[159982],1428
arr[160237],1416
arr[198104],1302
arr[216459],1458
arr[172705],1440
arr[189304],1422
arr[220794],1428
arr[72990],1452
arr[60736],1392
arr[126453],1416
arr[171224],1428
arr[122553],1404
arr[226936],1410
arr[192132],1404
arr[2721],1422
arr[43510],1422
arr[139934],1440
arr[212352],1440
arr[150623],1446
arr[144018],1404
arr[55937],1452
arr[40513],1362
arr[33040],1458
arr[112361],1404
arr[110385],1458
arr[116868],1386
arr[93851],1428
arr[78397],1416
arr[80923],1374
arr[130922],1440
arr[53488],1458
arr[7258],1404
arr[41159],1422
arr[17944],1422
arr[223717],1416
arr[213865],1428
arr[207248],1386
arr[210863],1422
arr[53207],1416
arr[34337],1308
arr[87316],1290
arr[224431],1428
arr[173242],1470
arr[64253],1398
arr[166563],1440
arr[175963],1398
arr[124115],1614
arr[56498],1458
arr[154667],1416
arr[41091],1416
arr[216868],1410
arr[226956],1428
arr[81604],1392
arr[249908],1410
arr[89317],1392
arr[208341],1422
arr[133128],1446
arr[199520],1410
arr[36738],1380
arr[214051],1296
arr[80443],1440
arr[106578],1404
arr[237661],1344
arr[121602],1314
arr[124522],1266
arr[227730],1446
arr[101819],1398
arr[98122],1458
arr[188594],1422
arr[155026],1398
arr[132459],1440
arr[25910],1392
arr[145809],1398
arr[55701],1764
arr[106515],1434
arr[62373],1404
arr[248016],1404
arr[246983],1374
arr[135223],1446
arr[169035],1410
arr[38074],1458
arr[118443],1404
arr[145991],1314
arr[119678],1422
arr[118351],1416
arr[235308],1338
arr[94371],1416
arr[17831],1674
arr[201181],1350
arr[131109],1296
arr[248234],1446
arr[31624],1428
arr[4039],1374
arr[235896],1260
arr[169578],1446
arr[144913],1416
arr[213626],1404
arr[21398],1416
arr[243035],1662
arr[168572],1332
arr[192776],1416
arr[141847],1314
arr[194483],1386
arr[104938],1890
arr[213900],1398
arr[67350],1476
arr[167311],1398
arr[228269],1392
arr[64333],1440
arr[68886],1410
arr[147304],1440
arr[118759],1476
arr[187329],1428
arr[43296],1554
arr[238437],1434
arr[72032],1434
arr[44956],1416
arr[99160],1380
arr[89863],1356
arr[246137],1392
arr[230269],1434
arr[88097],1446
arr[27761],1422
arr[660],1458
arr[90345],1446
arr[197340],1542
arr[145573],1404
arr[53972],1446
arr[235090],1338
arr[154961],1398
arr[222544],1446
arr[194218],1416
arr[46808],1326
arr[183379],1368
arr[49156],1410
arr[27060],1338
arr[17082],1560
arr[232819],1374
arr[5329],1380
arr[97767],1398
arr[51705],1398
arr[152634],1446
arr[216527],1428
arr[5386],1416
arr[212282],1410
arr[221316],1422
arr[93770],1458
arr[7238],1368
arr[70477],1446
arr[183633],1392
arr[19728],1416
arr[67098],1440
arr[38083],1410
arr[47489],1410
arr[67759],1398
arr[128428],1338
arr[11181],1494
arr[229684],1440
arr[182400],1398
arr[12623],1452
arr[134645],1584
arr[171297],1446
arr[223194],1440
arr[181453],1296
arr[121028],1356
arr[38702],1422
arr[224866],1404
arr[154462],1434
arr[21522],1416
arr[230195],1404
arr[2230],1296
arr[89579],1452
arr[149181],1428
arr[218757],1476
arr[111318],1440
arr[111463],1560
arr[206425],1434
arr[205088],1392
arr[135054],1422
arr[43254],1416
arr[155074],1470
arr[154782],1404
arr[110353],1410
arr[193157],1428
arr[218623],1434
arr[194464],1356
arr[71585],1428
arr[246157],1380
arr[174148],1344
arr[20338],1398
arr[8780],1434
arr[58794],1356
arr[207987],1440
arr[248326],1452
arr[6599],1308
arr[79015],1422
arr[37029],1410
arr[231465],1332
arr[233478],1386
arr[74903],1380
arr[211661],1458
arr[2060],1428
arr[180834],1338
arr[127194],1380
arr[237169],1404
arr[42152],1452
arr[238658],1428
arr[193594],1416
arr[13593],1428
arr[123712],1440
arr[236849],1416
arr[168667],1398
arr[44846],1440
arr[113554],1422
arr[111824],1422
arr[13469],1410
arr[74370],1314
arr[183409],1650
arr[9626],1494
arr[248518],1386
arr[220099],1398
arr[34759],1410
arr[73664],1434
arr[178086],1434
arr[49437],1422
arr[80264],1776
arr[23454],1440
arr[86466],1440
arr[78081],1434
arr[6932],1362
arr[177721],1320
arr[56094],1428
arr[8992],1410
arr[108556],1380
arr[183289],1422
arr[246161],1320
arr[167060],1326
arr[188299],1410
arr[206107],1458
arr[180653],1398
arr[78363],1398
arr[209308],1446
arr[99320],1410
arr[123209],1452
arr[89214],1428
arr[211144],1422
arr[153030],1464
arr[163584],1398
arr[160906],1296
arr[179009],1404
arr[162103],1536
arr[131005],1446
arr[213768],1434
arr[2119],1416
arr[75444],1398
arr[29557],1428
arr[98735],1398
arr[98898],1392
arr[132376],1452
arr[176817],1464
arr[105830],1434
arr[60097],1428
arr[232911],1410
arr[131174],1410
arr[185005],1368
arr[182552],1410
arr[143687],1380
arr[102066],1410
arr[120851],1398
arr[116146],1446
arr[49071],1458
arr[199214],1302
arr[75455],1266
arr[164744],1428
arr[72423],1596
arr[164669],1548
arr[142240],1428
arr[225454],1452
arr[94606],1428
arr[53146],1392
arr[154463],1332
arr[23061],1422
arr[200504],1422
arr[134583],1434
arr[25180],1464
arr[25948],1398
arr[180492],1398
arr[123916],1434
arr[124846],1440
arr[62868],1500
arr[50733],1434
arr[247028],1398
arr[122966],1440
arr[49996],1416
arr[128202],1506
arr[74323],1476
arr[248901],1350
arr[38241],1458
arr[192741],1434
arr[119752],1446
arr[154387],1458
arr[241813],1416
arr[85319],1506
arr[246194],1434
arr[172909],1422
arr[174094],1542
arr[177216],1386
arr[65149],1344
arr[165900],1464
arr[21822],1416
arr[118296],1398
arr[86715],1374
arr[44883],1380
arr[68800],1446
arr[237650],1410
arr[70063],1398
arr[111100],1344
arr[168143],1434
arr[193979],1386
arr[235946],1422
arr[231011],1374
arr[11064],1434
arr[232974],1428
arr[120329],1392
arr[77413],1440
arr[127528],1440
arr[211005],1422
arr[76314],1434
arr[165769],1452
arr[153746],1290
arr[212418],1578
arr[86508],1446
arr[161911],1506
arr[47737],1494
arr[82703],1380
arr[84820],1380
arr[221832],1422
arr[9919],1458
arr[149970],1584
arr[137732],1452
arr[48093],1404
arr[34618],1404
arr[224448],1410
arr[109328],1464
arr[119770],1362
arr[212098],1434
arr[179391],1446
arr[230870],1308
arr[130241],1338
arr[139723],1380
arr[216816],1404
arr[127605],1362
arr[167139],1434
arr[216142],1404
arr[14286],1428
arr[244552],1434
arr[110022],1440
arr[225291],1290
arr[87218],1482
arr[42143],1410
arr[129038],1386
arr[49637],1428
arr[128651],1458
arr[40949],1746
arr[97374],1404
arr[227706],1422
arr[142122],1386
arr[69206],1428
arr[3977],1422
arr[42092],1398
arr[223291],1434
arr[52070],1428
arr[76710],1440
arr[214091],1428
arr[161398],1410
arr[196480],1398
arr[176189],1404
arr[107142],1284
arr[177350],1308
arr[72783],1386
arr[13217],1404
arr[160518],1416
arr[216740],1392
arr[180356],1314
arr[143012],1320
arr[231026],1314
arr[191261],1470
arr[3034],1644
arr[206318],1464
arr[28479],1434
arr[61529],1470
arr[101708],1350
arr[78116],1290
arr[190180],1446
arr[159009],1404
arr[191843],1380
arr[167887],1422
arr[51131],1374
arr[27401],1410
arr[188216],1410
arr[93223],1404
arr[692],1440
arr[240287],1446
arr[186285],1440
arr[214783],1416
arr[168037],1374
arr[149117],1344
arr[157325],1452
arr[41531],1392
arr[92819],1470
arr[246460],1392
arr[54748],1404
arr[19689],1458
arr[213200],1476
arr[1457],1404
arr[162701],1428
arr[194226],1314
arr[192718],1434
arr[182087],1464
arr[166896],1452
arr[237549],1362
arr[243616],1356
arr[18604],1374
arr[82018],1458
arr[200149],1428
arr[177614],1416
arr[23861],1410
arr[134388],1392
arr[228745],1482
arr[51262],1458
arr[72604],1410
arr[88321],1410
arr[51955],1746
arr[79243],1434
arr[40958],1320
arr[33090],1416
arr[247281],1452
arr[190076],1440
arr[190415],1422
arr[55164],1422
arr[32895],1428
arr[203227],1464
arr[109913],1386
arr[68937],1326
arr[166427],1614
arr[111370],1464
arr[231638],1440
arr[127006],1428
arr[54088],1446
arr[180078],1308
arr[43902],1452
arr[57989],1470
arr[190046],1332
arr[78859],1398
arr[140007],1440
arr[140195],1434
arr[22825],1428
arr[163868],1362
arr[40935],1380
arr[17922],1410
arr[231483],1308
arr[113540],1446
arr[122595],1470
arr[49790],1332
arr[192783],1278
arr[163554],1452
arr[82880],1464
arr[206416],1416
arr[119982],1392
arr[39648],1416
arr[11581],1470
arr[169229],1374
arr[242875],1422
arr[137846],1404
arr[238166],1386
arr[159303],1458
arr[249216],1386
arr[236157],1446
arr[52661],1404
arr[69656],1476
arr[182587],1410
arr[112915],1464
arr[127645],1470
arr[122633],1398
arr[191774],1446
arr[17653],1404
arr[29181],1416
arr[214599],1608
arr[197873],1386
arr[70116],1392
arr[248874],1392
arr[179356],1398
arr[183656],1416
arr[121469],1410
arr[229146],1410
arr[142792],1422
arr[35023],1380
arr[62027],1428
arr[99208],1482
arr[155005],1356
arr[118027],1458
arr[127141],1632
arr[90587],1404
arr[110902],1482
arr[14987],1428
arr[78753],1392
arr[36557],1428
arr[30555],1428
arr[81262],1422
arr[105570],1434
arr[100211],1356
arr[13849],1458
arr[218486],1464
arr[244209],1440
arr[136483],1350
arr[176612],1434
arr[11862],1422
arr[165664],1290
arr[141212],1404
arr[226087],1428
arr[235780],1386
arr[140086],1332
arr[155444],1440
arr[185789],1326
arr[27907],1434
arr[134590],1272
arr[78581],1368
arr[62931],1404
arr[212969],1308
arr[194141],1416
arr[234288],1434
arr[80996],1308
arr[87635],1392
arr[91227],1404
arr[208251],1392
arr[118974],1398
arr[169981],1434
arr[11160],1476
arr[149530],1356
arr[1243],1452
arr[116731],1440
arr[249741],1398
arr[15093],1362
arr[85217],1452
arr[243950],1422
arr[167928],1452
arr[11829],1392
arr[22164],1422
arr[99944],1416
arr[169393],1356
arr[248252],1398
arr[102076],1404
arr[75831],1392
arr[170048],1422
arr[37865],1470
arr[103739],1416
arr[54638],1446
arr[132798],1440
arr[183022],1710
arr[33960],1410
arr[93292],1386
arr[183662],1314
arr[131308],1494
arr[197279],1488
arr[24890],1404
arr[105911],1392
arr[66253],1440
arr[211223],1464
arr[117072],1416
arr[215783],1458
arr[228818],1392
arr[155],1440
arr[215525],1422
arr[10263],1410
arr[101724],1410
arr[225827],1410
arr[178191],1386
arr[129905],1434
arr[14344],1428
arr[28135],1482
arr[49299],1404
arr[12596],1392
arr[130212],1392
arr[141482],1434
arr[182644],1452
arr[184429],1344
arr[11573],1380
arr[3634],1416
arr[83580],1428
arr[210947],1434
arr[53946],1416
arr[176872],1410
arr[160962],1428
arr[185255],1452
arr[124151],1458
arr[185852],1368
arr[41166],1368
arr[190404],1590
arr[163427],1410
arr[158238],1398
arr[172540],1434
arr[142245],1416
arr[174745],1410
arr[154417],1422
arr[168861],1416
arr[26469],1314
arr[130244],1326
arr[113404],1446
arr[156375],1566
arr[144588],1374
arr[141540],1410
arr[222026],1284
arr[173536],1452
arr[38104],1476
arr[129860],1296
arr[122532],1524
arr[238885],1440
arr[141434],1344
arr[142519],1392
arr[72465],1356
arr[118733],1416
arr[196465],1380
arr[15689],1428
arr[29695],1422
arr[148072],1434
arr[156192],1410
arr[231899],1404
arr[189239],1482
arr[112949],1428
arr[161678],1290
arr[113829],1428
arr[35489],1338
arr[70276],1374
arr[38575],1374
arr[189906],1428
arr[239137],1422
arr[65044],1356
arr[86502],1416
arr[102541],1386
arr[237771],1386
arr[247443],1428
arr[10433],1434
arr[209797],1410
arr[187331],1362
arr[64889],1422
arr[89658],1422
arr[76216],1440
arr[70127],1332
arr[247444],1278
arr[218735],1446
arr[158944],1398
arr[116177],1410
arr[181552],1398
arr[190986],1422
arr[162225],1410
arr[79625],1422
arr[97178],1422
arr[160476],1410
arr[35216],1404
arr[226479],1392
arr[72155],1368
arr[149045],1278
arr[28320],1380
arr[142431],1440
arr[203972],1434
arr[234578],1380
arr[131568],1320
arr[35369],1446
arr[71081],1500
arr[461],1428
arr[23140],1482
arr[84876],1404
arr[27247],1584
arr[249290],1326
arr[22207],1428
arr[92136],1428
arr[88948],1428
arr[114775],1446
arr[162263],1458
arr[102744],1440
arr[83510],1398
arr[87560],1398
arr[235273],1440
arr[31415],1344
arr[28546],1362
arr[147498],1458
arr[111040],1536
arr[125724],1488
arr[74327],1302
arr[146256],1386
arr[118556],1422
arr[146482],1410
arr[61653],1440
arr[146876],1416
arr[55265],1398
arr[15626],1446
arr[131455],1476
arr[203185],1416
arr[67347],1290
arr[218888],1440
arr[203646],1374
arr[90487],1398
arr[70116],1272
arr[230893],1446
arr[106129],1452
arr[108675],1410
arr[89382],1446
arr[211429],1470
arr[223451],1470
arr[17997],1410
arr[64173],1392
arr[73313],1452
arr[105557],1404
arr[49447],1302
arr[104728],1368
arr[134103],1422
arr[213297],1440
arr[232120],1404
arr[26180],1602
arr[53976],1326
arr[144728],1380
arr[161088],1326
arr[200458],1410
arr[222734],1398
arr[57964],1452
arr[5723],1350
arr[4712],1416
arr[205771],1428
arr[208908],1434
arr[72059],1572
arr[191011],1458
arr[178907],1452
arr[162546],1410
arr[11127],1446
arr[159800],1362
arr[35028],1356
arr[119803],1416
arr[15534],1554
arr[246457],1386
arr[109606],1440
arr[33532],1416
arr[60631],1428
arr[182919],1428
arr[155441],1410
arr[126430],1422
arr[54000],1446
arr[39545],1446
arr[106079],1422
arr[36120],1422
arr[82077],1446
arr[160056],1374
arr[197201],1704
arr[243165],1434
arr[126866],1422
arr[169935],1416
arr[67481],1422
arr[132590],1410
arr[174647],1440
arr[23253],1284
arr[107850],1440
arr[246706],1338
arr[214264],1440
arr[36757],1416
arr[175604],1434
arr[241744],1452
arr[212910],1434
arr[210632],1314
arr[127899],1452
arr[228444],1350
arr[207090],1428
arr[237505],1392
arr[28328],1332
arr[34073],1422
arr[170424],1446
arr[183770],1416
arr[160503],1458
arr[224424],1338
arr[239667],1344
arr[32934],1422
arr[26897],1434
arr[88096],1302
arr[192990],1512
arr[224098],1440
arr[81261],1392
arr[69857],1416
arr[160385],1380
arr[165094],1794
arr[218799],1398
arr[101384],1464
arr[188347],1464
arr[76649],1410
arr[98090],1314
arr[168964],1392
arr[113407],1302
arr[40046],1602
arr[177060],1470
arr[92669],1476
arr[17031],1440
arr[54959],1458
arr[87465],1470
arr[240473],1416
arr[42464],1404
arr[115794],1476
arr[24546],1668
arr[229240],1392
arr[65916],1494
arr[201401],1428
arr[220017],1380
arr[55583],1416
arr[234335],1476
arr[246914],1416
arr[160031],1434
